ID,Gender
25-3099.00-0,female
25-3099.00-1,female
25-3099.00-2,female
25-1065.00-0,both
25-1065.00-1,both
25-1065.00-2,both
25-1067.00-0,female
25-1067.00-1,female
25-1067.00-2,female
25-1111.00-0,both
25-1111.00-1,both
25-1111.00-2,both
25-1032.00-0,both
25-1032.00-1,both
25-1032.00-2,both
25-1052.00-0,both
25-1052.00-1,both
25-1052.00-2,both
25-2059.01-0,female
25-2059.01-1,female
25-2059.01-2,female
25-1126.00-0,both
25-1126.00-1,both
25-1126.00-2,both
27-4014.00-0,male
27-4014.00-1,both
27-4014.00-2,male
27-3011.00-0,both
27-3011.00-1,both
27-3011.00-2,both
27-4099.00-0,male
27-4099.00-1,male
27-4099.00-2,male
27-3043.00-0,female
27-3043.00-1,both
27-3043.00-2,female
27-1027.00-0,both
27-1027.00-1,both
27-1027.00-2,both
27-1029.00-0,both
27-1029.00-1,both
27-1029.00-2,both
27-1013.00-0,female
27-1013.00-1,both
27-1013.00-2,both
27-3031.00-0,female
27-3031.00-1,female
27-3031.00-2,both
27-4015.00-0,both
27-4015.00-1,male
27-4015.00-2,both
27-4012.00-0,male
27-4012.00-1,male
27-4012.00-2,male
29-2012.00-0,both
29-2012.00-1,both
29-2012.00-2,both
29-2012.01-0,female
29-2012.01-1,female
29-2012.01-2,female
29-2099.05-0,female
29-2099.05-1,both
29-2099.05-2,female
29-1229.00-0,both
29-1229.00-1,both
29-1229.00-2,both
29-1129.01-0,female
29-1129.01-1,female
29-1129.01-2,female
29-1224.00-0,both
29-1224.00-1,both
29-1224.00-2,both
29-2056.00-0,female
29-2056.00-1,female
29-2056.00-2,female
29-2081.00-0,female
29-2081.00-1,female
29-2081.00-2,female
29-1229.02-0,both
29-1229.02-1,both
29-1229.02-2,both
29-1151.00-0,both
29-1151.00-1,both
29-1151.00-2,both
31-2021.00-0,female
31-2021.00-1,female
31-2021.00-2,female
31-9091.00-0,female
31-9091.00-1,female
31-9091.00-2,female
31-9094.00-0,both
31-9094.00-1,female
31-9094.00-2,female
31-1132.00-0,female
31-1132.00-1,female
31-1132.00-2,female
31-9097.00-0,female
31-9097.00-1,female
31-9097.00-2,female
31-9096.00-0,female
31-9096.00-1,female
31-9096.00-2,female
31-9095.00-0,female
31-9095.00-1,female
31-9095.00-2,female
31-2011.00-0,female
31-2011.00-1,female
31-2011.00-2,female
31-9011.00-0,female
31-9011.00-1,female
31-9011.00-2,female
31-1133.00-0,female
31-1133.00-1,female
31-1133.00-2,female
33-9021.00-0,both
33-9021.00-1,both
33-9021.00-2,both
33-3021.02-0,both
33-3021.02-1,both
33-3021.02-2,male
33-3051.00-0,male
33-3051.00-1,male
33-3051.00-2,male
33-2022.00-0,both
33-2022.00-1,both
33-2022.00-2,both
33-2011.00-0,male
33-2011.00-1,male
33-2011.00-2,male
33-9094.00-0,female
33-9094.00-1,female
33-9094.00-2,female
33-9093.00-0,both
33-9093.00-1,both
33-9093.00-2,both
33-3031.00-0,both
33-3031.00-1,both
33-3031.00-2,both
33-9011.00-0,female
33-9011.00-1,female
33-9011.00-2,female
33-3012.00-0,male
33-3012.00-1,male
33-3012.00-2,male
35-1012.00-0,both
35-1012.00-1,female
35-1012.00-2,both
35-2013.00-0,female
35-2013.00-1,female
35-2013.00-2,female
35-3023.01-0,female
35-3023.01-1,female
35-3023.01-2,female
35-2012.00-0,female
35-2012.00-1,female
35-2012.00-2,female
35-2014.00-0,both
35-2014.00-1,both
35-2014.00-2,both
35-9031.00-0,female
35-9031.00-1,female
35-9031.00-2,female
35-1011.00-0,both
35-1011.00-1,both
35-1011.00-2,both
35-9099.00-0,female
35-9099.00-1,both
35-9099.00-2,female
35-2015.00-0,both
35-2015.00-1,both
35-2015.00-2,both
35-9021.00-0,female
35-9021.00-1,both
35-9021.00-2,female
37-1011.00-0,female
37-1011.00-1,female
37-1011.00-2,female
37-1012.00-0,male
37-1012.00-1,male
37-1012.00-2,both
37-2011.00-0,female
37-2011.00-1,female
37-2011.00-2,female
37-2012.00-0,female
37-2012.00-1,female
37-2012.00-2,female
37-2019.00-0,female
37-2019.00-1,female
37-2019.00-2,female
37-2021.00-0,male
37-2021.00-1,male
37-2021.00-2,male
37-3011.00-0,both
37-3011.00-1,both
37-3011.00-2,both
37-3012.00-0,both
37-3012.00-1,male
37-3012.00-2,both
37-3013.00-0,male
37-3013.00-1,male
37-3013.00-2,male
37-3019.00-0,male
37-3019.00-1,both
37-3019.00-2,both
39-5093.00-0,female
39-5093.00-1,female
39-5093.00-2,female
39-5011.00-0,both
39-5011.00-1,both
39-5011.00-2,male
39-2011.00-0,both
39-2011.00-1,both
39-2011.00-2,female
39-3012.00-0,male
39-3012.00-1,male
39-3012.00-2,male
39-3019.00-0,both
39-3019.00-1,both
39-3019.00-2,both
39-5094.00-0,female
39-5094.00-1,female
39-5094.00-2,female
39-3099.00-0,female
39-3099.00-1,female
39-3099.00-2,female
39-5012.00-0,female
39-5012.00-1,female
39-5012.00-2,female
39-3091.00-0,female
39-3091.00-1,both
39-3091.00-2,female
39-9099.00-0,female
39-9099.00-1,female
39-9099.00-2,female
41-3021.00-0,both
41-3021.00-1,both
41-3021.00-2,female
41-9022.00-0,both
41-9022.00-1,both
41-9022.00-2,both
41-9099.00-0,both
41-9099.00-1,both
41-9099.00-2,both
41-9021.00-0,both
41-9021.00-1,both
41-9021.00-2,both
41-4011.07-0,both
41-4011.07-1,both
41-4011.07-2,both
41-1011.00-0,both
41-1011.00-1,both
41-1011.00-2,both
41-2012.00-0,both
41-2012.00-1,both
41-2012.00-2,both
41-3041.00-0,female
41-3041.00-1,female
41-3041.00-2,female
41-9012.00-0,female
41-9012.00-1,female
41-9012.00-2,female
41-3091.00-0,both
41-3091.00-1,both
41-3091.00-2,both
43-9081.00-0,female
43-9081.00-1,female
43-9081.00-2,female
43-6014.00-0,female
43-6014.00-1,female
43-6014.00-2,female
43-4031.00-0,female
43-4031.00-1,female
43-4031.00-2,female
43-9051.00-0,both
43-9051.00-1,both
43-9051.00-2,both
43-5021.00-0,both
43-5021.00-1,both
43-5021.00-2,both
43-4171.00-0,female
43-4171.00-1,female
43-4171.00-2,female
43-2021.00-0,female
43-2021.00-1,female
43-2021.00-2,female
43-5011.01-0,both
43-5011.01-1,both
43-5011.01-2,both
43-9071.00-0,both
43-9071.00-1,both
43-9071.00-2,both
43-5032.00-0,both
43-5032.00-1,both
43-5032.00-2,both
45-2041.00-0,both
45-2041.00-1,both
45-2041.00-2,both
45-4029.00-0,male
45-4029.00-1,male
45-4029.00-2,male
45-2092.00-0,both
45-2092.00-1,both
45-2092.00-2,both
45-2091.00-0,male
45-2091.00-1,male
45-2091.00-2,male
45-2011.00-0,both
45-2011.00-1,both
45-2011.00-2,both
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
45-2093.00-0,both
45-2093.00-1,both
45-2093.00-2,both
45-3031.00-0,male
45-3031.00-1,male
45-3031.00-2,male
45-2021.00-0,both
45-2021.00-1,both
45-2021.00-2,both
45-4021.00-0,male
45-4021.00-1,male
45-4021.00-2,male
47-2231.00-0,male
47-2231.00-1,male
47-2231.00-2,male
47-2051.00-0,male
47-2051.00-1,male
47-2051.00-2,male
47-2071.00-0,male
47-2071.00-1,male
47-2071.00-2,male
47-3013.00-0,male
47-3013.00-1,male
47-3013.00-2,male
47-4099.00-0,male
47-4099.00-1,male
47-4099.00-2,male
47-3016.00-0,male
47-3016.00-1,male
47-3016.00-2,male
47-2211.00-0,male
47-2211.00-1,male
47-2211.00-2,male
47-5043.00-0,male
47-5043.00-1,male
47-5043.00-2,male
47-2082.00-0,male
47-2082.00-1,both
47-2082.00-2,male
47-4091.00-0,male
47-4091.00-1,male
47-4091.00-2,male
49-3091.00-0,male
49-3091.00-1,both
49-3091.00-2,both
49-9031.00-0,male
49-9031.00-1,male
49-9031.00-2,male
49-2095.00-0,male
49-2095.00-1,male
49-2095.00-2,male
49-9096.00-0,male
49-9096.00-1,male
49-9096.00-2,male
49-9099.00-0,male
49-9099.00-1,male
49-9099.00-2,male
49-9099.01-0,male
49-9099.01-1,male
49-9099.01-2,male
49-3041.00-0,male
49-3041.00-1,male
49-3041.00-2,male
49-9095.00-0,male
49-9095.00-1,male
49-9095.00-2,male
49-3021.00-0,male
49-3021.00-1,male
49-3021.00-2,male
49-3053.00-0,male
49-3053.00-1,male
49-3053.00-2,male
51-8013.03-0,male
51-8013.03-1,male
51-8013.03-2,male
51-9161.00-0,male
51-9161.00-1,male
51-9161.00-2,male
51-6099.00-0,female
51-6099.00-1,female
51-6099.00-2,female
51-7011.00-0,male
51-7011.00-1,male
51-7011.00-2,male
51-9031.00-0,female
51-9031.00-1,both
51-9031.00-2,female
51-9193.00-0,male
51-9193.00-1,both
51-9193.00-2,male
51-4199.00-0,male
51-4199.00-1,male
51-4199.00-2,male
51-9191.00-0,male
51-9191.00-1,male
51-9191.00-2,both
51-4061.00-0,male
51-4061.00-1,male
51-4061.00-2,male
51-4193.00-0,male
51-4193.00-1,male
51-4193.00-2,male
53-7031.00-0,male
53-7031.00-1,male
53-7031.00-2,male
53-2021.00-0,male
53-2021.00-1,male
53-2021.00-2,male
53-7072.00-0,male
53-7072.00-1,male
53-7072.00-2,male
53-6021.00-0,both
53-6021.00-1,both
53-6021.00-2,both
53-1043.00-0,male
53-1043.00-1,male
53-1043.00-2,male
53-7063.00-0,male
53-7063.00-1,male
53-7063.00-2,male
53-2022.00-0,both
53-2022.00-1,male
53-2022.00-2,male
53-6031.00-0,male
53-6031.00-1,male
53-6031.00-2,male
53-7021.00-0,male
53-7021.00-1,male
53-7021.00-2,male
53-4011.00-0,male
53-4011.00-1,male
53-4011.00-2,male
55-2013.00-0,both
55-2013.00-1,male
55-2013.00-2,both
55-1011.00-0,female
55-1011.00-1,both
55-1011.00-2,both
55-3013.00-0,male
55-3013.00-1,male
55-3013.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-1013.00-0,male
55-1013.00-1,male
55-1013.00-2,male
55-1012.00-0,male
55-1012.00-1,male
55-1012.00-2,male
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-2011.00-0,both
55-2011.00-1,both
55-2011.00-2,both
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-3012.00-0,male
55-3012.00-1,male
55-3012.00-2,male
