ID,Gender
47-5071.00-2,male
47-5022.00-0,male
47-5022.00-1,male
47-5022.00-2,male
47-3012.00-0,male
47-3012.00-1,male
47-3012.00-2,male
49-3052.00-0,male
49-3052.00-1,male
49-3052.00-2,male
49-3092.00-0,male
49-3092.00-1,male
49-3092.00-2,male
49-9099.01-0,male
49-9099.01-1,male
49-9099.01-2,male
49-9069.00-0,male
49-9069.00-1,male
49-9069.00-2,male
49-9098.00-0,male
49-9098.00-1,male
49-9098.00-2,male
49-9099.00-0,male
49-9099.00-1,male
49-9099.00-2,male
49-9091.00-0,male
49-9091.00-1,male
49-9091.00-2,male
49-9095.00-0,male
49-9095.00-1,male
49-9095.00-2,male
49-9052.00-0,male
49-9052.00-1,male
49-9052.00-2,male
49-3041.00-0,male
49-3041.00-1,male
49-3041.00-2,male
51-9151.00-0,both
51-9151.00-1,both
51-9151.00-2,both
51-1011.00-0,male
51-1011.00-1,male
51-1011.00-2,male
51-5112.00-0,male
51-5112.00-1,male
51-5112.00-2,male
51-6041.00-0,male
51-6041.00-1,male
51-6041.00-2,male
51-9071.00-0,both
51-9071.00-1,both
51-9071.00-2,female
51-4081.00-0,male
51-4081.00-1,male
51-4081.00-2,male
51-6064.00-0,male
51-6064.00-1,male
51-6064.00-2,male
51-4071.00-0,male
51-4071.00-1,male
51-4071.00-2,male
51-8012.00-0,male
51-8012.00-1,male
51-8012.00-2,male
51-7041.00-0,male
51-7041.00-1,male
51-7041.00-2,male
53-6051.07-0,male
53-6051.07-1,male
53-6051.07-2,male
53-7061.00-0,male
53-7061.00-1,male
53-7061.00-2,male
53-7031.00-0,male
53-7031.00-1,male
53-7031.00-2,male
53-7021.00-0,male
53-7021.00-1,male
53-7021.00-2,male
53-7072.00-0,male
53-7072.00-1,male
53-7072.00-2,male
53-6061.00-0,female
53-6061.00-1,female
53-6061.00-2,female
53-4041.00-0,male
53-4041.00-1,male
53-4041.00-2,both
53-1041.00-0,male
53-1041.00-1,male
53-1041.00-2,male
53-2011.00-0,male
53-2011.00-1,male
53-2011.00-2,male
53-6031.00-0,male
53-6031.00-1,male
53-6031.00-2,male
55-1014.00-0,male
55-1014.00-1,male
55-1014.00-2,male
55-3015.00-0,male
55-3015.00-1,male
55-3015.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-3011.00-0,both
55-3011.00-1,both
55-3011.00-2,both
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-3019.00-0,male
55-3019.00-1,male
55-3019.00-2,male
55-3013.00-0,male
55-3013.00-1,male
55-3013.00-2,male
55-1019.00-0,male
55-1019.00-1,male
55-1019.00-2,male
55-2012.00-0,male
55-2012.00-1,male
55-2012.00-2,male
