ID,Gender
37-2019.00-1,female
37-2019.00-2,female
37-2021.00-0,male
37-2021.00-1,male
37-2021.00-2,male
37-3011.00-0,male
37-3011.00-1,male
37-3011.00-2,male
37-3012.00-0,male
37-3012.00-1,male
37-3012.00-2,male
37-3013.00-0,male
37-3013.00-1,male
37-3013.00-2,male
37-3019.00-0,male
37-3019.00-1,male
37-3019.00-2,male
39-5094.00-0,female
39-5094.00-1,female
39-5094.00-2,female
39-5091.00-0,female
39-5091.00-1,female
39-5091.00-2,female
39-1014.00-0,both
39-1014.00-1,both
39-1014.00-2,both
39-6012.00-0,both
39-6012.00-1,female
39-6012.00-2,female
39-4031.00-0,female
39-4031.00-1,female
39-4031.00-2,female
39-2021.00-0,female
39-2021.00-1,female
39-2021.00-2,female
39-9011.00-0,female
39-9011.00-1,female
39-9011.00-2,female
39-3011.00-0,both
39-3011.00-1,both
39-3011.00-2,both
39-1013.00-0,male
39-1013.00-1,male
39-1013.00-2,male
39-5093.00-0,female
39-5093.00-1,female
39-5093.00-2,female
41-9012.00-0,female
41-9012.00-1,female
41-9012.00-2,female
41-3091.00-0,both
41-3091.00-1,both
41-3091.00-2,both
41-3011.00-0,both
41-3011.00-1,both
41-3011.00-2,both
41-2022.00-0,male
41-2022.00-1,male
41-2022.00-2,male
41-4011.00-0,male
41-4011.00-1,male
41-4011.00-2,male
41-2012.00-0,both
41-2012.00-1,both
41-2012.00-2,both
41-4012.00-0,male
41-4012.00-1,both
41-4012.00-2,both
41-9011.00-0,both
41-9011.00-1,both
41-9011.00-2,both
41-2021.00-0,both
41-2021.00-1,both
41-2021.00-2,both
41-2011.00-0,female
41-2011.00-1,female
41-2011.00-2,female
43-4181.00-0,female
43-4181.00-1,female
43-4181.00-2,female
43-2021.00-0,female
43-2021.00-1,female
43-2021.00-2,female
43-5051.00-0,both
43-5051.00-1,both
43-5051.00-2,both
43-9041.00-0,female
43-9041.00-1,female
43-9041.00-2,female
43-9021.00-0,female
43-9021.00-1,both
43-9021.00-2,female
43-2011.00-0,female
43-2011.00-1,female
43-2011.00-2,female
43-9071.00-0,both
43-9071.00-1,both
43-9071.00-2,both
43-2099.00-0,male
43-2099.00-1,male
43-2099.00-2,male
43-4071.00-0,female
43-4071.00-1,female
43-4071.00-2,female
43-5021.00-0,both
43-5021.00-1,male
43-5021.00-2,both
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
45-2099.00-0,both
45-2099.00-1,both
45-2099.00-2,male
45-4011.00-0,both
45-4011.00-1,both
45-4011.00-2,both
45-3031.00-0,male
45-3031.00-1,male
45-3031.00-2,male
45-4029.00-0,male
45-4029.00-1,male
45-4029.00-2,male
45-4022.00-0,male
45-4022.00-1,male
45-4022.00-2,male
45-2093.00-0,male
45-2093.00-1,male
45-2093.00-2,male
45-2011.00-0,both
45-2011.00-1,both
45-2011.00-2,both
45-4023.00-0,male
45-4023.00-1,male
45-4023.00-2,male
45-2021.00-0,both
45-2021.00-1,both
45-2021.00-2,both
47-5081.00-0,male
47-5081.00-1,male
47-5081.00-2,male
47-5043.00-0,male
47-5043.00-1,male
47-5043.00-2,male
47-2051.00-0,male
47-2051.00-1,male
47-2051.00-2,male
47-2151.00-0,male
47-2151.00-1,male
47-2151.00-2,male
47-2061.00-0,male
47-2061.00-1,male
47-2061.00-2,male
47-4041.00-0,male
47-4041.00-1,male
47-4041.00-2,male
47-3013.00-0,male
47-3013.00-1,male
47-3013.00-2,male
47-2141.00-0,male
47-2141.00-1,male
47-2141.00-2,male
47-1011.00-0,male
47-1011.00-1,male
47-1011.00-2,male
47-4021.00-0,male
47-4021.00-1,male
47-4021.00-2,male
49-2091.00-0,male
49-2091.00-1,male
49-2091.00-2,male
49-2022.00-0,male
49-2022.00-1,male
49-2022.00-2,male
49-3051.00-0,male
49-3051.00-1,male
49-3051.00-2,male
49-9061.00-0,male
49-9061.00-1,male
49-9061.00-2,male
49-3011.00-0,male
49-3011.00-1,male
49-3011.00-2,male
49-9011.00-0,male
49-9011.00-1,male
49-9011.00-2,male
49-9041.00-0,male
49-9041.00-1,male
49-9041.00-2,male
49-9043.00-0,male
49-9043.00-1,male
49-9043.00-2,male
49-3042.00-0,male
49-3042.00-1,male
49-3042.00-2,male
49-3091.00-0,male
49-3091.00-1,male
49-3091.00-2,male
51-4052.00-0,male
51-4052.00-1,male
51-4052.00-2,male
51-8031.00-0,male
51-8031.00-1,both
51-8031.00-2,male
51-4191.00-0,male
51-4191.00-1,male
51-4191.00-2,male
51-8099.00-0,male
51-8099.00-1,male
51-8099.00-2,male
51-9061.00-0,both
51-9061.00-1,both
51-9061.00-2,both
51-9071.06-0,both
51-9071.06-1,both
51-9071.06-2,both
51-9162.00-0,male
51-9162.00-1,male
51-9162.00-2,male
51-3011.00-0,both
51-3011.00-1,both
51-3011.00-2,both
51-6091.00-0,male
51-6091.00-1,male
51-6091.00-2,male
51-8099.01-0,male
51-8099.01-1,male
51-8099.01-2,male
53-7073.00-0,male
53-7073.00-1,male
53-7073.00-2,male
53-6061.00-0,female
53-6061.00-1,female
53-6061.00-2,female
53-7065.00-0,both
53-7065.00-1,both
53-7065.00-2,both
53-6032.00-0,both
53-6032.00-1,female
53-6032.00-2,female
53-7081.00-0,male
53-7081.00-1,male
53-7081.00-2,male
53-7061.00-0,male
53-7061.00-1,male
53-7061.00-2,male
53-3032.00-0,male
53-3032.00-1,male
53-3032.00-2,male
53-6051.07-0,male
53-6051.07-1,male
53-6051.07-2,male
53-4022.00-0,male
53-4022.00-1,male
53-4022.00-2,male
53-7071.00-0,male
53-7071.00-1,male
53-7071.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-1015.00-0,male
55-1015.00-1,male
55-1015.00-2,male
55-1012.00-0,male
55-1012.00-1,male
55-1012.00-2,male
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-3016.00-0,male
55-3016.00-1,male
55-3016.00-2,male
55-1014.00-0,male
55-1014.00-1,male
55-1014.00-2,male
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-3011.00-0,female
55-3011.00-1,both
55-3011.00-2,female
55-3015.00-0,male
55-3015.00-1,male
55-3015.00-2,male
55-3013.00-0,male
55-3013.00-1,male
55-3013.00-2,male
