ID,Gender
49-9091.00-1,male
49-9091.00-2,male
49-3023.00-0,male
49-3023.00-1,male
49-3023.00-2,male
49-3042.00-0,male
49-3042.00-1,male
49-3042.00-2,male
49-3022.00-0,male
49-3022.00-1,male
49-3022.00-2,male
49-9099.01-0,male
49-9099.01-1,male
49-9099.01-2,male
49-9095.00-0,male
49-9095.00-1,male
49-9095.00-2,male
49-3011.00-0,male
49-3011.00-1,male
49-3011.00-2,male
49-9099.00-0,male
49-9099.00-1,male
49-9099.00-2,male
49-9081.00-0,male
49-9081.00-1,male
49-9081.00-2,male
49-2092.00-0,male
49-2092.00-1,male
49-2092.00-2,male
51-3021.00-0,male
51-3021.00-1,male
51-3021.00-2,male
51-4122.00-0,male
51-4122.00-1,male
51-4122.00-2,male
51-6093.00-0,both
51-6093.00-1,both
51-6093.00-2,both
51-4192.00-0,male
51-4192.00-1,male
51-4192.00-2,male
51-7031.00-0,male
51-7031.00-1,male
51-7031.00-2,male
51-9199.00-0,both
51-9199.00-1,both
51-9199.00-2,both
51-6042.00-0,male
51-6042.00-1,male
51-6042.00-2,male
51-2092.00-0,both
51-2092.00-1,both
51-2092.00-2,male
51-8021.00-0,male
51-8021.00-1,male
51-8021.00-2,male
51-5112.00-0,male
51-5112.00-1,male
51-5112.00-2,male
53-2031.00-0,female
53-2031.00-1,female
53-2031.00-2,female
53-2012.00-0,male
53-2012.00-1,male
53-2012.00-2,male
53-1044.00-0,female
53-1044.00-1,female
53-1044.00-2,female
53-5021.00-0,male
53-5021.00-1,male
53-5021.00-2,male
53-3011.00-0,male
53-3011.00-1,male
53-3011.00-2,male
53-4099.00-0,male
53-4099.00-1,male
53-4099.00-2,male
53-3053.00-0,male
53-3053.00-1,both
53-3053.00-2,both
53-7021.00-0,male
53-7021.00-1,male
53-7021.00-2,male
53-7041.00-0,male
53-7041.00-1,male
53-7041.00-2,male
53-3031.00-0,male
53-3031.00-1,male
53-3031.00-2,male
55-1012.00-0,male
55-1012.00-1,male
55-1012.00-2,male
55-1013.00-0,male
55-1013.00-1,male
55-1013.00-2,male
55-1011.00-0,both
55-1011.00-1,both
55-1011.00-2,both
55-3018.00-0,male
55-3018.00-1,male
55-3018.00-2,male
55-2013.00-0,male
55-2013.00-1,male
55-2013.00-2,male
55-1019.00-0,male
55-1019.00-1,male
55-1019.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-2011.00-0,male
55-2011.00-1,both
55-2011.00-2,both
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-3012.00-0,male
55-3012.00-1,male
55-3012.00-2,male
