ID,Gender
43-4081.00-2,female
43-9081.00-0,female
43-9081.00-1,female
43-9081.00-2,female
43-5011.00-0,both
43-5011.00-1,both
43-5011.00-2,both
43-3061.00-0,both
43-3061.00-1,both
43-3061.00-2,both
43-5041.00-0,both
43-5041.00-1,both
43-5041.00-2,male
43-9111.00-0,both
43-9111.00-1,both
43-9111.00-2,both
43-2021.00-0,female
43-2021.00-1,female
43-2021.00-2,female
45-2092.00-0,both
45-2092.00-1,both
45-2092.00-2,female
45-2093.00-0,both
45-2093.00-1,both
45-2093.00-2,male
45-4022.00-0,male
45-4022.00-1,male
45-4022.00-2,male
45-2041.00-0,both
45-2041.00-1,both
45-2041.00-2,both
45-2011.00-0,both
45-2011.00-1,both
45-2011.00-2,both
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
45-4021.00-0,male
45-4021.00-1,male
45-4021.00-2,male
45-2021.00-0,both
45-2021.00-1,both
45-2021.00-2,both
45-4023.00-0,male
45-4023.00-1,male
45-4023.00-2,male
45-4029.00-0,male
45-4029.00-1,male
45-4029.00-2,male
47-2231.00-0,male
47-2231.00-1,male
47-2231.00-2,male
47-4099.00-0,male
47-4099.00-1,male
47-4099.00-2,male
47-2211.00-0,male
47-2211.00-1,male
47-2211.00-2,male
47-3016.00-0,male
47-3016.00-1,male
47-3016.00-2,male
47-5022.00-0,male
47-5022.00-1,male
47-5022.00-2,male
47-3012.00-0,male
47-3012.00-1,male
47-3012.00-2,male
47-2121.00-0,male
47-2121.00-1,male
47-2121.00-2,male
47-2221.00-0,male
47-2221.00-1,male
47-2221.00-2,male
47-5051.00-0,male
47-5051.00-1,male
47-5051.00-2,male
47-4071.00-0,male
47-4071.00-1,male
47-4071.00-2,male
49-9021.00-0,male
49-9021.00-1,male
49-9021.00-2,male
49-2091.00-0,male
49-2091.00-1,male
49-2091.00-2,male
49-9043.00-0,male
49-9043.00-1,male
49-9043.00-2,male
49-3011.00-0,male
49-3011.00-1,male
49-3011.00-2,male
49-9064.00-0,male
49-9064.00-1,male
49-9064.00-2,male
49-2092.00-0,male
49-2092.00-1,male
49-2092.00-2,male
49-9062.00-0,male
49-9062.00-1,male
49-9062.00-2,male
49-9099.01-0,male
49-9099.01-1,male
49-9099.01-2,male
49-2098.00-0,male
49-2098.00-1,male
49-2098.00-2,male
49-9097.00-0,male
49-9097.00-1,male
49-9097.00-2,male
51-3021.00-0,male
51-3021.00-1,male
51-3021.00-2,male
51-9021.00-0,male
51-9021.00-1,male
51-9021.00-2,male
51-4041.00-0,male
51-4041.00-1,male
51-4041.00-2,male
51-6041.00-0,male
51-6041.00-1,male
51-6041.00-2,male
51-7041.00-0,male
51-7041.00-1,male
51-7041.00-2,male
51-9031.00-0,both
51-9031.00-1,male
51-9031.00-2,female
51-4051.00-0,male
51-4051.00-1,male
51-4051.00-2,male
51-2092.00-0,both
51-2092.00-1,male
51-2092.00-2,male
51-4122.00-0,male
51-4122.00-1,male
51-4122.00-2,male
51-2061.00-0,both
51-2061.00-1,male
51-2061.00-2,both
53-7073.00-0,male
53-7073.00-1,male
53-7073.00-2,male
53-7121.00-0,male
53-7121.00-1,male
53-7121.00-2,male
53-2021.00-0,male
53-2021.00-1,male
53-2021.00-2,male
53-4011.00-0,male
53-4011.00-1,male
53-4011.00-2,male
53-4099.00-0,male
53-4099.00-1,male
53-4099.00-2,both
53-3051.00-0,female
53-3051.00-1,female
53-3051.00-2,female
53-3011.00-0,both
53-3011.00-1,both
53-3011.00-2,female
53-4013.00-0,male
53-4013.00-1,male
53-4013.00-2,male
53-2011.00-0,male
53-2011.00-1,male
53-2011.00-2,male
53-2031.00-0,female
53-2031.00-1,female
53-2031.00-2,female
55-3018.00-0,male
55-3018.00-1,male
55-3018.00-2,male
55-3019.00-0,male
55-3019.00-1,male
55-3019.00-2,male
55-2013.00-0,both
55-2013.00-1,male
55-2013.00-2,male
55-3011.00-0,female
55-3011.00-1,female
55-3011.00-2,female
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-3015.00-0,both
55-3015.00-1,male
55-3015.00-2,male
55-1014.00-0,male
55-1014.00-1,male
55-1014.00-2,male
55-3012.00-0,male
55-3012.00-1,male
55-3012.00-2,male
55-2011.00-0,male
55-2011.00-1,both
55-2011.00-2,both
